review,label
"a big , loud , bang-the-drum bore",neg
"grating and tedious",neg
"[less a movie than] an appalling , odoriferous thing.so rotten in almost every single facet of production that you'll want to crawl up your own * * * in embarrassment",neg
"the concept behind kung pow : enter the fist is hilariousit's too bad nothing else is",neg
"hardman is a grating , mannered onscreen presence , which is especially unfortunate in light of the fine work done by most of the rest of her cast",neg
"el crimen del padre amaro would likely be most effective if used as a tool to rally anti-catholic protestors",neg
"interesting and thoroughly unfaithful version of carmen",neg
"a serious movie with serious ideasbut seriously , folks , it doesn't work",neg
"there's nothing exactly wrong here , but there's not nearly enough that's right",neg
"the action here is unusually tame , the characters are too simplistic to maintain interest , and the plot offers few surprises",neg
"i couldn't help but feel the wasted potential of this slapstick comedy",neg
"what madonna does here can't properly be called acting -- more accurately , it's moving and it's talking and it's occasionally gesturing , sometimes all at once",neg
"[a] painfully flat gross-out comedy.",neg
"even if you're an elvis person , you won't find anything to get excited about on this dvd",neg
"the movie certainly has its share of clever moments and biting dialogue , but there's just not much lurking below its abstract surface",neg
"it's bedeviled by labored writing and slack direction",neg
"i'm sure there's a teenage boy out there somewhere who's dying for this kind of entertainment",neg
"the tuxedo miscalculates badly by forcing the star to play second fiddle to the dull effects that allow the suit to come to life",neg
"the film is a confusing melange of tones and styles , one moment a romantic trifle and the next a turgid drama",neg
"obviously , a lot of people wasted a lot of their time ( including mine ) on something very inconsequential",neg
"there's a little violence and lots of sex in a bid to hold our attention , but it grows monotonous after a while , as do joan and philip's repetitive arguments , schemes and treachery",neg
"it drowns in sap",neg
"deliberately and devotedly constructed , far from heaven is too picture postcard perfect , too neat and new pin-like , too obviously a recreation to resonate",neg
"it's rare that a movie can be as intelligent as this one is in every regard except its storyline ; everything that's good is ultimately scuttled by a plot that's just too boring and obvious",neg
"i'm giving it thumbs down due to the endlessly repetitive scenes of embarrassmentthere's got to be a more graceful way of portraying the devastation of this disease",neg
"the good thing -- the only good thing -- about extreme ops is that it's so inane that it gave me plenty of time to ponder my thanksgiving to-do list",neg
"the modern-day characters are nowhere near as vivid as the 19th-century ones",neg
"blessed with a searing lead performance by ryan gosling ( murder by numbers ) , the movie is powerful and provocativeit's also built on a faulty premise , one it follows into melodrama and silliness",neg
"uneven performances and a spotty script add up to a biting satire that has no teeth",neg
"director jay russell stomps in hobnail boots over natalie babbitt's gentle , endearing 1975 children's novel",neg
"benigni's pinocchio is extremely straight and mind-numbingly stilted , its episodic pacing keeping the film from developing any storytelling flow",neg
"the troubling thing about clockstoppers is that it doesn't make any sense",neg
"with its paint fights , motorized scooter chases and dewy-eyed sentiment , it's a pretty listless collection of kid-movie clichés",neg
"mostly the film is just hectic and homiletic : two parts exhausting men in black mayhem to one part family values",neg
"kicks off with an inauspicious premise , mopes through a dreary tract of virtually plotless meanderings and then ends with a whimper",neg
"a rote exercise in both animation and storytelling",neg
"the material and the production itself are little more than routine",neg
"the movie's major and most devastating flaw is its reliance on formula , though , and it's quite enough to lessen the overall impact the movie could have had",neg
"not even steven spielberg has dreamed up such blatant and sickening product placement in a movie",neg
"it's all surface psychodramatics",neg
"the mothman prophecies , which is mostly a bore , seems to exist only for its climactic setpiece",neg
"that frenetic spectacle [on the tv show] has usually been leavened by a charm that's conspicuously missing from the girls' big-screen blowout",neg
"kitschy , flashy , overlong soap opera",neg
"for all the time we spend with these people , we never really get inside of them",neg
"yet another arnold vehicle that fails to make adequate use of his particular talents",neg
"sandra bullock , despite downplaying her good looks , carries a little too much ain't- she-cute baggage into her lead role as a troubled and determined homicide cop to quite pull off the heavy stuff",neg
"an undistinguished attempt to make a classic theater piece cinematic",neg
"too many scenarios in which the hero might have an opportunity to triumphantly sermonize , and too few that allow us to wonder for ourselves if things will turn out okay",neg
"there is simply not enough of interest onscreen to sustain its seventy-minute running time",neg
"a wordy wisp of a comedy",neg
"broomfield's style of journalism is hardly journalism at all , and even those with an avid interest in the subject will grow impatient",neg
"[seagal's] strenuous attempt at a change in expression could very well clinch him this year's razzie",neg
"has the disjointed feel of a bunch of strung-together tv episodes",neg
"a series of escapades demonstrating the adage that what is good for the goose is also good for the gander , some of which occasionally amuses but none of which amounts to much of a story",neg
"ozpetek offers an aids subtext , skims over the realities of gay sex , and presents yet another tired old vision of the gay community as an all-inclusive world where uptight , middle class bores like antonia can feel good about themselves",neg
"a dopey movie clothed in excess layers of hipness",neg
"the sweetest thing is expressly for idiots who don't care what kind of sewage they shovel into their mental gullets to simulate sustenance",neg
"sinks so low in a poorly played game of absurd plot twists , idiotic court maneuvers and stupid characters that even freeman can't save it",neg
"i realized that no matter how fantastic reign of fire looked , its story was making no sense at all",neg
"it made me realize that we really haven't had a good cheesy b-movie playing in theaters since.well.since last week's reign of fire",neg
"some movies were made for the big screen , some for the small screen , and some , like ballistic : ecks vssever , were made for the palm screen",neg
"sc2 is an autopilot hollywood concoction lacking in imagination and authentic christmas spirit , yet it's geared toward an audience full of masters of both",neg
"after all the big build-up , the payoff for the audience , as well as the characters , is messy , murky , unsatisfying",neg
"seems content to dog-paddle in the mediocre end of the pool , and it's a sad , sick sight",neg
"it's refreshing that someone understands the need for the bad boy ; diesel , with his brawny frame and cool , composed delivery , fits the bill perfectly",neg
"if all of eight legged freaks was as entertaining as the final hour , i would have no problem giving it an unqualified recommendation",neg
"suffers from a flat script and a low budget",neg
"there are deeply religious and spiritual people in this world who would argue that entering a church , synagogue or temple doesn't mean you have to check your brain at the doorthe same should go for movie theaters",neg
"seemingly a vehicle to showcase the canadian's inane ramblings , stealing harvard is a smorgasbord of soliloquies about nothing delivered by the former mrdrew barrymore",neg
"the film tries to touch on spousal abuse but veers off course and becomes just another revenge film",neg
"as it stands it's an opera movie for the buffs",neg
"la cinta comienza intentando ser un drama , rápidamente se transforma en una comedia y termina por ser una parodia absolutamente predecible",neg
"this franchise has not spawned a single good filmthe crap continues",neg
"if only it were , well , funnier",neg
"its inescapable absurdities are tantamount to insulting the intelligence of anyone who hasn't been living under a rock ( since sept11 )",neg
"high drama , disney-style - a wing and a prayer and a hunky has-been pursuing his castle in the sky",neg
"like its script , which nurses plot holes gaping enough to pilot an entire olympic swim team through , the characters in swimfan seem motivated by nothing short of dull , brain-deadening hangover",neg
"one big blustery movie where nothing really happenswhen it comes out on video , then it's the perfect cure for insomnia",neg
"like a comedian who starts off promisingly but then proceeds to flop , comedian runs out of steam after a half hour",neg
"the pairing does sound promising in theory.but their lack of chemistry makes eddie murphy and robert deniro in showtime look like old , familiar vaudeville partners",neg
"director chris eyre is going through the paces again with his usual high melodramatic style of filmmaking",neg
"as it stands , there's some fine sex onscreen , and some tense arguing , but not a whole lot more",neg
"i could just feel the screenwriter at every moment 'tap , tap , tap , tap , tapping away' on this screenplay",neg
"the picture doesn't know it's a comedy",neg
"a stupid , derivative horror film that substitutes extreme gore for suspense",neg
"the rollerball sequences feel sanitised and stagey",neg
"roman polanski directs the pianist like a surgeon mends a broken heart ; very meticulously but without any passion",neg
"nothing more than a run-of-the-mill action flick",neg
"lan yu is certainly a serviceable melodrama , but it doesn't even try for the greatness that happy together shoots for ( and misses )",neg
"this is an action movie with an action icon who's been all but decommissioned",neg
"even if it is generally amusing from time to time , i spy has all the same problems the majority of action comedies have",neg
"much like robin williams , death to smoochy has already reached its expiration date",neg
"an annoying orgy of excess and exploitation that has no point and goes nowhere",neg
"a tired , unnecessary retread.a stale copy of a picture that wasn't all that great to begin with",neg
"an often unfunny romp",neg
"a worthy idea , but the uninspired scripts , acting and direction never rise above the level of an after-school tv special",neg
"twenty years later , reggio still knows how to make a point with poetic imagery , but his ability to startle has been stifled by the very prevalence of the fast-forward technology that he so stringently takes to task",neg
"it bites hard",neg
"ear-splitting exercise in formula crash-and-bash action",neg
"we have an actor who is great fun to watch performing in a film that is only mildly diverting",neg
"despite hoffman's best efforts , wilson remains a silent , lumpish cipher ; his encounters reveal nothing about who he is or who he was before",neg
"there's a thin line between likably old-fashioned and fuddy-duddy , and the count of monte cristo.never quite settles on either side",neg
"the emotional overload of female angst irreparably drags the film down",neg
"schaefer's.determination to inject farcical raunch.drowns out the promise of the romantic angle",neg
"like showgirls and glitter , the most entertaining moments here are unintentional",neg
"while some of the camera work is interesting , the film's mid-to-low budget is betrayed by the surprisingly shoddy makeup work",neg
"the origin story is well told , and the characters will not disappoint anyone who values the original comic booksit's in the action scenes that things fall apart",neg
"impostor is a step down for director gary fleder",neg
"seagal , who looks more like danny aiello these days , mumbles his way through the movie",neg
"the movie is a negligible work of manipulation , an exploitation piece doing its usual worst to guilt-trip parents",neg
"lacks dramatic punch and depth",neg
"there are moments of real pleasure to be found in sara sugarman's whimsical comedy very annie-mary but not enough to sustain the film",neg
"i can analyze this movie in three words : thumbs friggin' down",neg
"sadly , 'garth' hasn't progressed as nicely as 'wayne'",neg
"make like the title and dodge this one",neg
"this is not one of the movies you'd want to watch if you only had a week to live",neg
"the first hour is tedious though ford and neeson capably hold our interest , but its just not a thrilling movie",neg
"here's a case of two actors who do everything humanly possible to create characters who are sweet and believable , and are defeated by a screenplay that forces them into bizarre , implausible behavior",neg
"it's obvious [je-gyu is] trying for poetry ; what he gets instead has all the lyricism of a limerick scrawled in a public restroom",neg
"sweet home alabama is one dumb movie , but its stupidity is so relentlessly harmless that it almost wins you over in the end",neg
"[green is] the comedy equivalent of saddam hussein , and i'm just about ready to go to the unand ask permission for a preemptive strike",neg
"no amount of good acting is enough to save oleander's uninspired story",neg
"a vile , incoherent mess.a scummy ripoff of david cronenberg's brilliant 'videodrome'",neg
"murphy and wilson actually make a pretty good team.but the project surrounding them is distressingly rote",neg
"despite its raucous intent , xxx is as conventional as a nike ad and as rebellious as spring break",neg
"think the lion king redone for horses , with fewer deliberate laughs , more inadvertent ones and stunningly trite songs by bryan adams , the world's most generic rock star",neg
"it is one more celluloid testimonial to the cruelties experienced by southern blacks as distilled through a caucasian perspective",neg
"it's tough being a black man in america , especially when the man has taken away your car , your work-hours and denied you health insurance",neg
"a small fortune in salaries and stunt cars might have been saved if the director , tom dey , had spliced together bits and pieces of midnight run and 48 hours ( and , for that matter , shrek )",neg
"an amateurish , quasi-improvised acting exercise shot on ugly digital video",neg
"the holes in this film remain agape -- holes punched through by an inconsistent , meandering , and sometimes dry plot",neg
"would benigni's italian pinocchio have been any easier to sit through than this hastily dubbed disaster",neg
"unofficially , national lampoon's van wilder is son of animal houseofficially , it is twice as bestial but half as funny",neg
"this is a fragmented film , once a good idea that was followed by the bad idea to turn it into a movie",neg
"mindless yet impressively lean spinoff of last summer's bloated effects fest the mummy returns",neg
"halfway through the movie , the humor dwindlesit's replaced by some dramatic scenes that are jarring and deeply out of place in what could have ( and probably should have ) been a lighthearted comedy",neg
"will be far more interesting to the soderbergh faithful than it will be to the casual moviegoer who might be lured in by julia roberts.",neg
"authentic , and at times endearing , humorous , spooky , educational , but at other times as bland as a block of snow",neg
"[a] mess",neg
"control-alt-delete simone as quickly as possible",neg
"follows the original film virtually scene for scene and yet manages to bleed it almost completely dry of humor , verve and fun",neg
"the filmmaker ascends , literally , to the olympus of the art world , but he would have done well to end this flawed , dazzling series with the raising of something other than his own cremaster",neg
"the screenplay comes across , rather unintentionally , as hip-hop scooby-doo",neg
"has lost some of the dramatic conviction that underlies the best of comedies.",neg
"vaguely interesting , but it's just too too much",neg
".no charm , no laughs , no fun , no reason to watch",neg
"a generic family comedy unlikely to be appreciated by anyone outside the under-10 set",neg
"kung pow seems like some futile concoction that was developed hastily after oedekerk and his fellow moviemakers got through crashing a college keg party",neg
"kurys seems intimidated by both her subject matter and the period trappings of this debut venture into the heritage business",neg
"the film virtually chokes on its own self-consciousness",neg
"a manipulative feminist empowerment tale thinly posing as a serious drama about spousal abuse",neg
"everything in maid in manhattan is exceedingly pleasant , designed not to offendit goes down easy , leaving virtually no aftertaste",neg
"a profoundly stupid affair , populating its hackneyed and meanspirited storyline with cardboard characters and performers who value cash above credibility",neg
".pays tribute to heroes the way julia roberts hands out awards--with phony humility barely camouflaging grotesque narcissism",neg
"time stands still in more ways that one in clockstoppers , a sci-fi thriller as lazy as it is interminable",neg
"as a director , eastwood is off his game -- there's no real sense of suspense , and none of the plot 'surprises' are really surprising",neg
"eccentric enough to stave off doldrums , caruso's self-conscious debut is also eminently forgettable",neg
"to work , love stories require the full emotional involvement and support of a viewerthat is made almost impossible by events that set the plot in motion",neg
"although barbershop boasts some of today's hottest and hippest acts from the world of television , music and stand-up comedy , this movie strangely enough has the outdated swagger of a shameless ‘70s blaxploitation shuck-and-jive sitcom",neg
"a puzzle whose pieces do not fitsome are fascinating and others are not , and in the end , it is almost a good movie",neg
"would that greengrass had gone a tad less for grit and a lot more for intelligibility",neg
"the good is very , very good.the rest runs from mildly unimpressive to despairingly awful",neg
"'butterfingered' is the word for the big-fisted direction of jez butterworth , who manages to blast even the smallest sensitivities from the romance with his clamorous approach",neg
"be forewarned , if you're depressed about anything before watching this film , you may just end up trying to drown yourself in a lake afterwards",neg
"a terrible adaptation of a play that only ever walked the delicate tightrope between farcical and loathsomein the wrong hands , iepeploe's , it's simply unbearable",neg
"an inexperienced director , mehta has much to learn",neg
"a limp eddie murphy vehicle that even he seems embarrassed to be part of",neg
"dramatically lackluster",neg
"so muddled , repetitive and ragged that it says far less about the horrifying historical reality than about the filmmaker's characteristic style",neg
"a gushy episode of  m * a * s * h  only this time from an asian perspective",neg
"  looking for leonard  just seems to kinda sit in neutral , hoping for a stiff wind to blow it uphill or something",neg
"nothing more than four or five mild chuckles surrounded by 86 minutes of overly-familiar and poorly-constructed comedy",neg
"definitely in the guilty pleasure b-movie category , reign of fire is so incredibly inane that it is laughingly enjoyable",neg
"good-looking but relentlessly lowbrow outing plays like clueless does south fork",neg
"entertaining enough , but nothing new",neg
".one resurrection too many",neg
"this is a film about the irksome , tiresome nature of complacency that remains utterly satisfied to remain the same throughouteven as the hero of the story rediscovers his passion in life , the mood remains oddly detached",neg
"demeo is not without talent ; he just needs better material",neg
"in spite of featuring a script credited to no fewer than five writers , apparently nobody here bothered to check it twice",neg
"no one involved , save dash , shows the slightest aptitude for acting , and the script , credited to director abdul malik abbott and ernest 'tron' anderson , seems entirely improvised",neg
"initially gripping , eventually cloying pow drama",neg
"a timid , soggy near miss",neg
"works better in the conception than it does in the execution.winds up seeming just a little too clever",neg
"to the vast majority of more casual filmgoers , it will probably be a talky bore",neg
"observant intelligence constantly vies with pretension -- and sometimes plain wacky implausibility -- throughout maelstrom",neg
"this version of hgwells' time machine was directed by hgwells' great-grandsonthey should have found orson welles' great-grandson",neg
"shunji iwai's all about lily chou chou is a beautifully shot , but ultimately flawed film about growing up in japan",neg
"with more character development this might have been an eerie thriller ; with better payoffs , it could have been a thinking man's monster movie",neg
"thriller directorial debut for traffic scribe gaghan has all the right parts , but the pieces don't quite fit together",neg
".would be a total loss if not for two supporting performances taking place at the movie's edges",neg
"there's not a single jump-in-your-seat moment and believe it or not , jason actually takes a backseat in his own film to special effects",neg
"goldbacher draws on an elegant visual sense and a talent for easy , seductive pacing.but she and writing partner laurence coriat don't manage an equally assured narrative coinage",neg
"though harris is affecting at times , he cannot overcome the sense that pumpkin is a mere plot pawn for two directors with far less endearing disabilities",neg
"the documentary is much too conventional -- lots of boring talking heads , etc-- to do the subject matter justice",neg
"the movie itself appears to be running on hypertime in reverse as the truly funny bits get further and further apart",neg
"this is not a jackie chan movieit's just a movie that happens to have jackie chan in itand that makes all the difference",neg
"far too clever by half , howard's film is really a series of strung-together moments , with all the spaces in between filled with fantasies , daydreams , memories and one fantastic visual trope after another",neg
"the problem with movies about angels is they have a tendency to slip into hokuma rumor of angels doesn't just slip -- it avalanches into forced fuzziness",neg
"no big whoop , nothing new to see , zero thrills , too many flashbacks and a choppy ending make for a bad film",neg
"i don't think this movie loves women at all",neg
"shankman.and screenwriter karen janszen bungle their way through the narrative as if it were a series of bible parables and not an actual story",neg
"a negligible british comedy",neg
"fails to convince the audience that these brats will ever be anything more than losers",neg
"stay awayfar away",neg
"slack and uninspired , and peopled mainly by characters so unsympathetic that you're left with a sour taste in your mouth",neg
"skip this turd and pick your nose instead because you're sure to get more out of the latter experience",neg
"what can one say about a balding 50-year-old actor playing an innocent boy carved from a log",neg
"trailer trash cinema so uncool the only thing missing is the  gadzooks",neg
"her film is like a beautiful food entrée that isn't heated properly , so that it ends up a bit cold and relatively flavorless",neg
"like the world of his film , hartley created a monster but didn't know how to handle it",neg
"no new plot conceptions or environmental changes , just different bodies for sharp objects to rip through",neg
"needs more impressionistic cinematography and exhilarating point-of-view shots and fewer slow-motion 'grandeur' shots and quick-cut edits that often detract from the athleticism",neg
"in the end , there isn't much to it",neg
"a waste of fearless purity in the acting craft",neg
"the film is ultimately about as inspiring as a hallmark card",neg
"anyone not into high-tech splatterfests is advised to take the warning literally , and log on to something more user-friendly",neg
"disreputable doings and exquisite trappings are dampened by a lackluster script and substandard performances",neg
"you could easily mistake it for a sketchy work-in-progress that was inexplicably rushed to the megaplexes before its time",neg
"directors harry gantz and joe gantz have chosen a fascinating subject matter , but the couples exposing themselves aren't all that interesting",neg
"yet another entry in the sentimental oh-those-wacky-brits genre that was ushered in by the full monty and is still straining to produce another smash hit",neg
"for those for whom the name woody allen was once a guarantee of something fresh , sometimes funny , and usually genuinely worthwhile , hollywood ending is a depressing experience",neg
"femme fatale offers nothing more than a bait-and-switch that is beyond playing fair with the audienceare we dealing with dreams , visions or being told what actually happened as if it were the third ending of clue",neg
"it could have been something special , but two things drag it down to mediocrity -- director clare peploe's misunderstanding of marivaux's rhythms , and mira sorvino's limitations as a classical actress",neg
"fluffy neo-noir hiding behind cutesy film references",neg
"imagine susan sontag falling in love with howard stern",neg
"like being trapped inside a huge video game , where exciting , inane images keep popping past your head and the same illogical things keep happening over and over again",neg
"should have been worth cheering as a breakthrough but is devoid of wit and humor",neg
"the best thing about the movie is its personable , amusing cast",neg
"these guys seem great to knock back a beer with but they're simply not funny performers",neg
"everything was as superficial as the forced new jersey lowbrow accent uma had",neg
"o ótimo esforço do diretor acaba sendo frustrado pelo roteiro , que , depois de levar um bom tempo para colocar a trama em andamento , perde-se de vez a partir do instante em que os estranhos acontecimentos são explicados",neg
"director david fincher and writer david koepp can't sustain it",neg
"finally coming down off of miramax's deep shelves after a couple of aborted attempts , waking up in reno makes a strong case for letting sleeping dogs lie",neg
"a movie that feels like the pilot episode of a new teen-targeted action tv series",neg
"one of the most highly-praised disappointments i've had the misfortune to watch in quite some time",neg
"the animation and backdrops are lush and inventive , yet return to neverland never manages to take us to that elusive , lovely place where we suspend our disbelief",neg
"director shekhar kapur and screenwriters michael schiffer and hossein amini have tried hard to modernize and reconceptualize things , but the barriers finally prove to be too great",neg
"strong filmmaking requires a clear sense of purpose , and in that oh-so-important category , the four feathers comes up short",neg
"the thought of watching this film with an audience full of teenagers fixating on its body humour and reinforcement of stereotypes ( of which they'll get plenty ) fills me with revulsion",neg
"devolves into the derivative , leaning on badly-rendered cgi effects",neg
"anyone who gets chills from movies with giant plot holes will find plenty to shake and shiver about in 'the ring'",neg
"a grand fart coming from a director beginning to resemble someone's crazy french grandfather",neg
"the script is a disaster , with cloying messages and irksome characters",neg
"both overstuffed and undernourished.the film can't be called a solid success , although there's plenty of evidence here to indicate clooney might have better luck next time",neg
"plods along , minus the twisted humor and eye-popping visuals that have made miike.a cult hero",neg
"hollywood has taken quite a nosedive from alfred hitchcock's imaginative flight to shyamalan's self-important summer fluff",neg
"the film's maudlin focus on the young woman's infirmity and her naive dreams play like the worst kind of hollywood heart-string plucking",neg
"a pretentious mess",neg
"predictably soulless techno-tripe",neg
"i firmly believe that a good video game movie is going to show up sooni also believe that resident evil is not it",neg
"it has the air of a surprisingly juvenile lark , a pop-influenced prank whose charms are immediately apparent and wear thin with repetition",neg
"the plot meanders from gripping to plodding and back",neg
"this is cruel , misanthropic stuff with only weak claims to surrealism and black comedy",neg
"no amount of nostalgia for carvey's glory days can disguise the fact that the new film is a lame kiddie flick and that carvey's considerable talents are wasted in it",neg
"best described as i know what you did last winter",neg
"[taylor] takes us on a ride that's consistently surprising , easy to watch -- but , oh , so dumb",neg
"it's difficult for a longtime admirer of his work to not be swept up in invincible and overlook its drawbacks",neg
"lazily directed by charles stone iii.from a leaden script by matthew cirulnick and novelist thulani davis",neg
"though jones and snipes are enthralling , the movie bogs down in rhetoric and cliché",neg
"the most remarkable ( and frustrating ) thing about world traveler , which opens today in manhattan , is that its protagonist , after being an object of intense scrutiny for 104 minutes , remains a complete blank",neg
"an artsploitation movie with too much exploitation and too little art",neg
"the pacing is often way off and there are too many bona fide groaners among too few laughs",neg
"with lines that feel like long soliloquies -- even as they are being framed in conversation -- max is static , stilted",neg
"barely manages for but a few seconds over its seemingly eternal running time to pique your interest , your imagination , your empathy or anything , really , save your disgust and your indifference",neg
"writer/director burr steers emphasizes the q in quirky , with mixed results",neg
"one senses in world traveler and in his earlier film that freundlich bears a grievous but obscure complaint against fathers , and circles it obsessively , without making contact",neg
"in between the icy stunts , the actors spout hilarious dialogue about following your dream and 'just letting the mountain tell you what to do'",neg
"the obligatory break-ups and hook-ups don't seem to have much emotional impact on the characters",neg
"make no mistake , ivans xtcis a mess",neg
"hypnotically dull , relentlessly downbeat , laughably predictable wail pitched to the cadence of a depressed fifteen-year-old's suicidal poetry",neg
"the concept is a hootthe trailer is a riotthe movie is a dud",neg
"it's a boring movie about a boring man , made watchable by a bravura performance from a consummate actor incapable of being boring",neg
"because the intelligence level of the characters must be low , very low , very very low , for the masquerade to work , the movie contains no wit , only labored gags",neg
"it's hard to imagine another director ever making his wife look so bad in a major movie",neg
"some stunning visuals -- and some staggeringly boring cinema",neg
"these characters become wearisome",neg
"a hit- and-miss affair , consistently amusing but not as outrageous or funny as cho may have intended or as imaginative as one might have hoped",neg
"this may be the first cartoon ever to look as if it were being shown on the projection television screen of a sports bar",neg
"kim ki-deok seems to have in mind an ( emotionally at least ) adolescent audience demanding regular shocks and bouts of barely defensible sexual violence to keep it interested",neg
"a sterling film - a cross between boys don't cry , deliverance , and ode to billy joe - lies somewhere in the story of matthew shepard , but that film is yet to be made",neg
"after sitting through this sloppy , made-for-movie comedy special , it makes me wonder if lawrence hates criticism so much that he refuses to evaluate his own work",neg
"contrived pastiche of caper clichés",neg
"many shallower movies these days seem too long , but this one is egregiously short",neg
"just a kiss wants desperately to come off as a fanciful film about the typical problems of average peoplebut it is set in a world that is very , very far from the one most of us inhabit",neg
"the most ill-conceived animated comedy since the 1991 dog rover dangerfield",neg
"like shave ice without the topping , this cinematic snow cone is as innocuous as it is flavorless",neg
"despite its sincere acting , signs is just another unoriginal run of the mill sci-fi film with a flimsy ending and lots of hype",neg
"yet another movie which presumes that high school social groups are at war , let alone conscious of each other's existence",neg
"loud , chaotic and largely unfunny",neg
"i can't remember the last time i saw an audience laugh so much during a movie , but there's only one problem…it's supposed to be a drama",neg
"qualities that were once amusing are becoming irritating",neg
"well , jason's gone to manhattan and hell , i guess a space station in the year 2455 can be crossed off the list of ideas for the inevitable future sequels ( hey , don't shoot the messenger )",neg
"donovan.squanders his main asset , jackie chan , and fumbles the vital action sequences",neg
"there is no psychology here , and no real narrative logic -- just a series of carefully choreographed atrocities , which become strangely impersonal and abstract",neg
"bread , my sweet has so many flaws it would be easy for critics to shred itit may even fall into the category of films you love to hatei admit it , i hate to like it",neg
"frida is certainly no disaster , but neither is it the kahlo movie frida fans have been looking for",neg
"leaks treacle from every pore",neg
"the characters are so generic and the plot so bland that even as rogue cia assassins working for chris cooper's agency boss close in on the resourceful amnesiac , we don't feel much for damon/bourne or his predicament",neg
"kapur weighs down the tale with bogus profundities",neg
"while we want macdowell's character to retrieve her husband , we have to ask whether her personal odyssey trumps the carnage that claims so many lives around her",neg
"blue crush is as predictable as the tides.. the movie feels stitched together from stock situations and characters from other movies",neg
"if you enjoy being rewarded by a script that assumes you aren't very bright , then blood work is for you",neg
"trouble every day is a success in some sense , but it's hard to like a film so cold and dead",neg
"the film's stagecrafts are intimate and therefore bolder than the otherwise calculated artifice that defines and overwhelms the film's production design",neg
"a well-intentioned effort that's still too burdened by the actor's offbeat sensibilities for the earnest emotional core to emerge with any degree of accessibility",neg
"a family-friendly fantasy that ends up doing very little with its imaginative premise",neg
"a plodding look at the french revolution through the eyes of aristocrats",neg
"tom shadyac has learned a bit more craft since directing adams , but he still lingers over every point until the slowest viewer grasps it",neg
"unspools like a highbrow , low-key , 102-minute infomercial , blending entrepreneurial zeal with the testimony of satisfied customers",neg
"a fast-paced , glitzy but extremely silly piece",neg
"any reasonably creative eighth-grader could have written a more credible script , though with the same number of continuity errors",neg
".while the humor aspects of 'jason x' were far more entertaining than i had expected , everything else about the film tanks",neg
"your taste for jonah - a veggie tales movie may well depend on your threshold for pop manifestations of the holy spirit",neg
"like an afterschool special with costumes by gianni versace , mad love looks better than it feels",neg
"while certain cues , like the happy music , suggest that this movie is supposed to warm our hearts , jeong-hyang lee's film is just as likely to blacken that organ with cold vengefulness",neg
"the script , the gags , the characters are all direct-to-video stuff , and that's where this film should have remained",neg
"a thriller without thrills and a mystery devoid of urgent questions",neg
"a collage of clichés and a dim echo of allusions to other films",neg
"the film is hampered by its predictable plot and paper-thin supporting characters",neg
"arty gay film",neg
"jonah is only so-so.the addition of a biblical message will either improve the film for you , or it will lessen it",neg
"an excruciating demonstration of the unsalvageability of a movie saddled with an amateurish screenplay",neg
"how many more times will indie filmmakers subject us to boring , self-important stories of how horrible we are to ourselves and each other",neg
"there are some laughs in this movie , but williams' anarchy gets tiresome , the satire is weak",neg
"as steamy as last week's pork dumplings",neg
"incoherence reigns",neg
"the somber pacing and lack of dramatic fireworks make green dragon seem more like medicine than entertainment",neg
"the filmmakers needed more emphasis on the storytelling and less on the glamorous machine that thrusts the audience into a future they won't much care about",neg
"another wholly unnecessary addition to the growing , moldering pile of , well , extreme stunt pictures",neg
"this strenuously unfunny showtime deserves the hook",neg
"the whole thing's fairly lame , making it par for the course for disney sequels",neg
"…its solemn pretension prevents us from sharing the awe in which it holds itself",neg
".the good and different idea [of middle-aged romance] is not handled well and , except for the fine star performances , there is little else to recommend  never again",neg
"if disney's cinderella proved that 'a dream is a wish your heart makes , ' then cinderella ii proves that a nightmare is a wish a studio's wallet makes",neg
"features nonsensical and laughable plotting , wooden performances , ineptly directed action sequences and some of the worst dialogue in recent memory",neg
"with rare birds , as with the shipping news before it , an attempt is made to transplant a hollywood star into newfoundland's wild soil -- and the rock once again resists the intrusion",neg
"nothing about this movie works",neg
"if the idea of the white man arriving on foreign shores to show wary natives the true light is abhorrent to you , the simplistic heaven will quite likely be more like hell",neg
"a spooky yarn of demonic doings on the high seas that works better the less the brain is engaged",neg
"none of birthday girl's calculated events take us by surprise.",neg
"are monsters born , or made",neg
"lisa rinzler's cinematography may be lovely , but love liza's tale itself virtually collapses into an inhalant blackout , maintaining consciousness just long enough to achieve callow pretension",neg
"the narrator and the other characters try to convince us that acting transfigures esther , but she's never seen speaking on stage ; one feels cheated , and esther seems to remain an unchanged dullard",neg
"it's exactly the kind of movie toback's detractors always accuse him of making",neg
"with the dog days of august upon us , think of this dog of a movie as the cinematic equivalent of high humidity",neg
"less about shakespeare than the spawn of fools who saw quentin tarantino's handful of raucous gangster films and branched out into their own pseudo-witty copycat interpretations",neg
"the film is like sitting in a downtown café , overhearing a bunch of typical late-twenty-somethings natter on about nothing , and desperately wishing you could change tables",neg
"this rather unfocused , all-over-the-map movie would be a lot better if it pared down its plots and characters to a few rather than dozens.or if it were subtler.or if it had a sense of humor",neg
"takes a clunky tv-movie approach to detailing a chapter in the life of the celebrated irish playwright , poet and drinker",neg
"not only does the thoroughly formulaic film represent totally exemplify middle-of-the-road mainstream , it also represents glossy hollywood at its laziest",neg
